firstName,lastName,linkedinUrl,company
"Kavan","Doctor","https://www.linkedin.com/in/kavandoctor?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACs-StoBHKmHc9BIjW6botZJtXY51ZRduNE","YC S25"
"Kevan","Dodhia","https://www.linkedin.com/in/kevan-dodhia-760183129?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB-G_HgB8MayUMNIRZWnZcNyfzllDSeN2kY","Alter (YC S25)"
"Aman","Agarwal","https://www.linkedin.com/in/aman-agarwal-ca?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACWVaEoBVn51wZ_YHIJ0kceyTRcxDeA49Co",""
"Rohil","Khare","https://www.linkedin.com/in/rohil-khare?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC5FbUcBgD_lfyI_YtPAj5QagU4X7y-VUOk","YC S25"
"Dr.","Sabrine Obbad M.Sc, D.D.S","https://www.linkedin.com/in/sabrineobbad?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABOQwNYB38cuzroo4nRNgXH0P2ewF2oUCiU","ALARA"
"Sam","Goldman","https://www.linkedin.com/in/sam-goldman?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACH5V10BroCuliLk7aGNH5e8--ITZYUudt4",""
"Andrea","P.","https://www.linkedin.com/in/pinto-andrea?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACpwpGgB7225s0spBOcT7R6c8AU6A8YIFgA","Nottelabs (YC S25)"
"Devraj","Gopal","https://www.linkedin.com/in/dev-gopal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEUuq50BtTQV5mxqmiYupaoUq4KOUVJC1SM","Wedge"
"Vedant","Vyas","https://www.linkedin.com/in/vedant-vyas5?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADjJI2wB4g6tDosdxix9p7NSlMsYemagOkM","Opennote (YC S25)"
"Abhigyan","Arya","https://www.linkedin.com/in/abhiaarya?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADPVvgkBSCCv52qyNeR7L7nLYXun_bCp7PM","Browserbase, NASA"
