firstName,lastName,linkedinUrl,company,ycBatch
Mariem,Ould Ismail,https://www.linkedin.com/in/mariem-ould-ismail-b45917262?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAECQUqUBe4ehWgzkX0aX_fS4_gIT31clXeo,X-MIT,YC S25
John,Yeo,https://www.linkedin.com/in/johnyeocx?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADC8iDgBzUw_-Fi2Qkae4dLTmpxL1CgeJRk,,YC S25
Kavan,Doctor,https://www.linkedin.com/in/kavandoctor?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACs-StoBHKmHc9BIjW6botZJtXY51ZRduNE,YC S25,YC S25
Kevan,Dodhia,https://www.linkedin.com/in/kevan-dodhia-760183129?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB-G_HgB8MayUMNIRZWnZcNyfzllDSeN2kY,Alter (YC S25),YC S25
Aman,Agarwal,https://www.linkedin.com/in/aman-agarwal-ca?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACWVaEoBVn51wZ_YHIJ0kceyTRcxDeA49Co,,YC S25
Rohil,Khare,https://www.linkedin.com/in/rohil-khare?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC5FbUcBgD_lfyI_YtPAj5QagU4X7y-VUOk,YC S25,YC S25
Dr.,"Sabrine Obbad M.Sc, D.D.S",https://www.linkedin.com/in/sabrineobbad?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABOQwNYB38cuzroo4nRNgXH0P2ewF2oUCiU,ALARA,YC S25
Sam,Goldman,https://www.linkedin.com/in/sam-goldman?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACH5V10BroCuliLk7aGNH5e8--ITZYUudt4,,YC S25
Devraj,Gopal,https://www.linkedin.com/in/dev-gopal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEUuq50BtTQV5mxqmiYupaoUq4KOUVJC1SM,Wedge,YC S25
Matan,Goldner,https://www.linkedin.com/in/matan-goldner?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADWlWZ4BGoDypTR6gWI4zGIy05H2Ewh9UWU,Conntour (YC W25),YC W25
Robin,Gan,https://www.linkedin.com/in/robin-gan-180060126?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB75xvABiOPy4iuu1mcVW3RIj0NLzMZOeNo,finbar (YC W25),YC W25
Nick,Telecki,https://www.linkedin.com/in/nick-telecki?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAy5PAABF69_H5l6ih5NodPv4NiXO4jT32U,Modern Fuel & EV Card,YC W25
Manu,Vanderveeren,https://www.linkedin.com/in/manuvanderveeren?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABqa35sBrJqF-7HpoDXK1U-qZDB3-skWP-o,xMcKinsey,YC W25
Daniel,Gauci Mizzi,https://www.linkedin.com/in/gaucidaniel?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA8ZgwQB8ZeHMxtyg43vohre1SNHoSKTmKE,Roark (YC W25),YC W25
Juan,Pisco,https://www.linkedin.com/in/juan-pisco?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADNIrUYBXMBR8E34Oj48YQmMkI_Ze0g9O2o,Cifrato (YC W25),YC W25
Patrick,Gadd,https://www.linkedin.com/in/patrick-gadd?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAUqFtgBT8S-Ve2KXqU39zpz6Fit8XjatR8,MSc CompSci Oxford University,YC W25
Timmy,Seto,https://www.linkedin.com/in/timmy-seto?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACVHUywBl0mHd9Kd9jwBeHRODp6KSO8egu0,Forge Automation (YC W25),YC W25
Nathan,Wang,https://www.linkedin.com/in/nathanwangyf?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADqyUQcBTvB2PfGlB3LFK5fOuZVEy2IUdog,Edexia (YC W25),YC W25
Bhavesh,Tolia,https://www.linkedin.com/in/bhavesh-tolia-a17a37164?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACdO3_MBEnnBTo4dFwyCK-qD7tzmKUY-mdU,IIT Delhi,YC W25
Walter,Raftus,https://www.linkedin.com/in/walterraftus?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACWEVRoBHBuutT1XjsXEW7HVPtwYmjbwekY,Forge Automation (YC W25),YC W25
Daniel,Grittner,https://www.linkedin.com/in/daniel-m-grittner?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB_WC6cBvBoseVW7x3QZ8MpwzEoOYRDSGNA,Hey Telo (YC W25),YC W25
Magnus,Müller,https://www.linkedin.com/in/magnus-mueller?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADFzlpMB_g7rM9KdBck6AoUj2VrEbjsVDEc,,YC W25
Rohan,Karthik,https://www.linkedin.com/in/rohan-karthik-60a0b61b7?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADJh1uoBq3SNvOLgA6HLj-BHVa2Q6gO5rO0,Inversion Semiconductor,YC W25
Sankeerth,"Rao Karingula, Ph.D.",https://www.linkedin.com/in/sankeerthrao?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA92YugBl8Smm5rnU9TjpigVsijMq8hFP4A,Agentin AI (YC W25),YC W25
Christopher,Grittner,https://www.linkedin.com/in/christopher-grittner?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB-MItcBziaEOqTb7ounEWtzmBaEy2QfWlw,Hey Telo (YC W25),YC W25
Ramakant,Yadav,https://www.linkedin.com/in/ramakant-yadav1?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAcsYqoB4V4nYmuSSK2z85mHJBt0UENIy58,ScalarField.io (YC X25),YC X25
Paul,Sanglé-Ferrière,https://www.linkedin.com/in/paulsf?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB6NfS4BN1_d8bDAHQMVQLCZkUzv3G1Je6U,cubic (YC X25),YC X25
Shivesh,Gupta,https://www.linkedin.com/in/shivesh-gupta-iitb?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADj-7XMBdPcVkmz_fp9u2FKRWCaftG2I9zo,Frekil (YC X25),YC X25
Max,Berthelot,https://www.linkedin.com/in/maximeberthelot?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAACfDiUBjVt5ZLGXPjl7pVe9aWoYSpxyYqg,,YC X25
Justin,Lee,https://www.linkedin.com/in/justin1ee?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADnDRAkBqY28rjWoPROThyu9p0nfeS6Bvw0,Den (YC X25),YC X25
Antoine,B.,https://www.linkedin.com/in/antoinebouchardy?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABe9-mAB4LLPum20-lOF_hAKxvXpp_aa5BU,Probo (YC X25),YC X25
Shawn,Patel,https://www.linkedin.com/in/shawnpatel?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACbtMHgB71HosfqukaaOS1MnwBftV-BXqGc,YC X25,YC X25
Ambar,Choudhury,https://www.linkedin.com/in/arcbam?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAfzdi4B_JlNoYKiT2WPsq87qzHkNQjee-g,BitBoard (YC X25),YC X25
Thomas,Crochet,https://www.linkedin.com/in/crochetthomas?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA71b30BQqLejwx-E_8RmaI8T9ULVuwyxLA,,YC X25
Yash,Maheshwari,https://www.linkedin.com/in/yashmaheshwari95?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABQTHwABT5LAAR6Zlzac934pY8TNxF9pcgY,IITM,YC X25
Dimitri,Kassubeck,https://www.linkedin.com/in/dimitri-kassubeck-69764647?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAniKFMBsURr15C_MavM90Q33ib5OVDbn0E,,YC X25
